date,title,subtitle,claps,responses,story_url
03/11/2019,How To “Calibrate” Your Way Past Procrastination,The non-scientific method of getting stuff done,561,0,https://medium.com/swlh/how-to-calibrate-your-way-past-procrastination-8bd6911c3521?source=collection_archive---------6-----------------------
03/11/2019,Inside the Mind of a Social-Impact Entrepreneur,-,184,0,https://medium.com/swlh/inside-the-mind-of-a-social-impact-entrepreneur-7d735e877d2b?source=collection_archive---------7-----------------------
03/11/2019,The Startup Success Fallacy,-,124,0,https://medium.com/swlh/the-startup-success-fallacy-ae8c64411bdb?source=collection_archive---------8-----------------------
03/11/2019,Innsæi — The Power of Intuition,-,112,0,https://medium.com/swlh/inns%C3%A6i-the-power-of-intuition-e6197d22f8bc?source=collection_archive---------9-----------------------
03/11/2019,How To Be Embarrassingly Honest And Succeed Because Of It,Your embarrassing truths are character…,320,3,https://medium.com/swlh/how-to-be-embarrassingly-honest-and-succeed-because-of-it-298e5037ba25?source=collection_archive---------10-----------------------
03/11/2019,10 Ways To Know You’re Going To Be Successful,-,525,1,https://medium.com/swlh/10-ways-to-know-youre-going-to-be-successful-9e6745f5683?source=collection_archive---------11-----------------------
03/11/2019,How To Give Yourself Peace In A Rough World,We must work to cultivate peace,399,1,https://medium.com/swlh/how-to-give-yourself-peace-in-a-rough-world-ddc7fbd7c952?source=collection_archive---------12-----------------------
03/11/2019,"Automation, Full Unemployment and a Future We Deserve",-,173,5,https://medium.com/swlh/afuturewedeserve-c6302ad6be78?source=collection_archive---------13-----------------------
03/11/2019,I swear this will be the last time I talk sh*t about myself,& other promises I’ve made to myself,107,0,https://medium.com/swlh/i-swear-this-will-be-the-last-time-i-talk-sh-t-about-myself-9e7f53cdea20?source=collection_archive---------14-----------------------
03/11/2019,How To Live A Happier Life,8 Things you should immediately stop to live happier every day,137,2,https://medium.com/swlh/how-to-live-a-happier-life-dbaed4aae87?source=collection_archive---------15-----------------------
03/11/2019,OkyWatch Business Case: From Copycat to Seeking Traction,-,52,0,https://medium.com/swlh/okywatch-business-case-7ddbdc2a6669?source=collection_archive---------16-----------------------
03/11/2019,Top influential women in blockchain and crypto space,Women in Blockchain covers the stories of top…,255,0,https://medium.com/swlh/top-influential-women-in-blockchain-and-crypto-space-15f9a108066b?source=collection_archive---------17-----------------------
03/11/2019,Asset Marketing: Creating evergreen acquisition channels,-,120,0,https://medium.com/swlh/asset-marketing-creating-evergreen-acquisition-channels-b11c7e6fbfd8?source=collection_archive---------18-----------------------
03/11/2019,Is this the worst article you’ve read on Medium today?,-,62,0,https://medium.com/swlh/is-this-the-worst-article-youve-read-on-medium-today-a55dd1c63f4a?source=collection_archive---------19-----------------------
03/11/2019,The Value of Value,-,152,0,https://medium.com/swlh/the-value-of-value-ed2a708da0ef?source=collection_archive---------20-----------------------
03/11/2019,An Awesome Leadership Trick,Getting the best person for any task,106,2,https://medium.com/swlh/an-awesome-leadership-trick-3cf9d6144c80?source=collection_archive---------21-----------------------
03/11/2019,EVOLUTION OF E-COMMERCE DESIGN,-,77,0,https://medium.com/swlh/evolution-of-e-commerce-design-a0e6441df406?source=collection_archive---------22-----------------------
03/11/2019,"How to work smarter, not harder..",-,241,0,https://medium.com/swlh/how-to-get-better-results-with-the-backwards-law-61e6f8ce2d71?source=collection_archive---------23-----------------------
03/11/2019,The Best Way To Create Writing — Anarchy!,-,525,3,https://medium.com/swlh/the-best-way-to-create-writing-anarchy-3ee5f0d946e5?source=collection_archive---------24-----------------------
03/11/2019,How to Automatize Dull Parts Of life,Create more time to focus on what truly matters,64,1,https://medium.com/swlh/how-to-automatize-dull-parts-of-life-8b2813cb86d6?source=collection_archive---------25-----------------------
03/11/2019,How To Find Where Your Email Subscribers Are Hiding,-,18,0,https://medium.com/swlh/how-to-find-where-your-email-subscribers-are-hiding-7c43bd927133?source=collection_archive---------26-----------------------
03/11/2019,Why do hustle and alignment need to co-exist while working in a startup?,-,0,0,https://medium.com/swlh/why-do-hustle-and-alignment-need-to-co-exist-while-working-in-a-startup-44afd56014c8?source=collection_archive---------27-----------------------
03/12/2019,Finding the Next Billion Dollar Marketplace: 6 Questions to Ask Yourself,-,2K,6,https://medium.com/swlh/finding-the-next-billion-dollar-marketplace-6-questions-to-ask-yourself-a78d18a50d21?source=collection_archive---------0-----------------------
03/12/2019,Rejected By Silicon Valley — What It Means,Demystifying the valley in a positive way.,687,12,https://medium.com/swlh/rejected-by-silicon-valley-what-it-means-e4c03919eb95?source=collection_archive---------1-----------------------
03/12/2019,The ASMR Craze: the New Online Phenomenon,How our online habits are changing our social behaviour.,135,1,https://medium.com/swlh/the-amsr-craze-the-new-online-phenomenon-b0d6b6124458?source=collection_archive---------2-----------------------
03/12/2019,How to Measure the Effectiveness of a Mobile Application?,-,145,0,https://medium.com/swlh/how-to-measure-the-effectiveness-of-a-mobile-application-23c29c6722cd?source=collection_archive---------3-----------------------
03/12/2019,10 Steps For Your Ultimate Personal Success,-,163,1,https://medium.com/swlh/10-steps-for-your-ultimate-personal-success-c5159477865e?source=collection_archive---------4-----------------------
03/12/2019,The Science Behind Self-Talk And Emotion,How To Change Your Relationship With Anxiety,1.5K,6,https://medium.com/swlh/how-to-change-your-relationship-with-anxiety-97782422cb74?source=collection_archive---------5-----------------------
03/12/2019,Hustle Culture Actually Just Really Sucks,Hear me out.,1.2K,13,https://medium.com/swlh/hustle-culture-actually-just-really-sucks-8c0935b4126e?source=collection_archive---------6-----------------------
03/12/2019,How to turn a failing marketing campaign on its head,"So, I did what any responsible internet marketer…",1.7K,5,https://medium.com/swlh/how-to-turn-a-failing-marketing-campaign-on-its-head-a4c32a55861b?source=collection_archive---------7-----------------------
03/12/2019,What is SaaS ? Software-as-a-Service,-,106,2,https://medium.com/swlh/what-is-saas-software-as-a-service-241cdc91f776?source=collection_archive---------8-----------------------
03/12/2019,Surprising lessons I’ve learnt about whether it’s better to be a generalist or a specialist,-,225,2,https://medium.com/swlh/surprising-lessons-ive-learnt-about-whether-it-s-better-to-be-a-generalist-or-a-specialist-50c30eeb5fa3?source=collection_archive---------9-----------------------
03/12/2019,The Importance of Failure in Every success,What to do when you give your best and don’t make it,82,1,https://medium.com/swlh/the-importance-of-failure-in-every-success-15af9195892?source=collection_archive---------10-----------------------
03/12/2019,The Voices of Intuition,-,469,1,https://medium.com/swlh/the-voices-of-intuition-51761fea92a3?source=collection_archive---------11-----------------------
03/12/2019,Five Things You Can Do Right Now to Improve the Quality of Your Life 10X,-,274,4,https://medium.com/swlh/five-things-you-can-do-right-now-to-improve-the-quality-of-your-life-10x-2af68e35144d?source=collection_archive---------12-----------------------
03/12/2019,How to Experience Productivity Success in Your Current Workspace,Navigating Productivity within the…,1K,3,https://medium.com/swlh/how-to-experience-productivity-success-in-your-current-workspace-f3542c9695fe?source=collection_archive---------13-----------------------
03/12/2019,Struggles are a Source of Strength: A Lesson from Nelson Mandela,-,25,1,https://medium.com/swlh/struggles-are-a-source-of-strength-a-lesson-from-nelson-mandela-b15b7f339b0e?source=collection_archive---------14-----------------------
03/12/2019,Should You Hire a Coach? That Depends. How Badly Do You Want to Be Successful?,-,144,1,https://medium.com/swlh/should-you-hire-a-coach-that-depends-how-badly-do-you-want-to-be-successful-f29069b9bb7?source=collection_archive---------15-----------------------
03/12/2019,Who Is Investing in the Age Tech Revolution?,-,0,0,N/A
03/12/2019,How To Hire Employees: A Step-By-Step Guide,-,16,3,https://medium.com/swlh/how-to-hire-employees-a-step-by-step-guide-126b700a875d?source=collection_archive---------17-----------------------
03/12/2019,Why Your eCommerce Needs Intelligence. Artificial Intelligence,-,22,0,https://medium.com/swlh/why-your-ecommerce-needs-intelligence-artificial-intelligence-8550e5458594?source=collection_archive---------18-----------------------
03/12/2019,How To Interview For Culture Fit,-,0,0,https://medium.com/swlh/how-to-interview-for-culture-fit-d48f274f3d40?source=collection_archive---------19-----------------------
03/12/2019,Leadership is The Sum of All Parts,-,16,0,https://medium.com/swlh/leadership-is-the-sum-of-all-parts-7ca9d92661ce?source=collection_archive---------20-----------------------
03/12/2019,5 Things to Know About Venture Capital’s Recent Record-Breaking Growth,-,44,0,https://medium.com/swlh/5-things-to-know-about-venture-capitals-recent-record-breaking-growth-a53287c7a603?source=collection_archive---------21-----------------------
03/12/2019,MacGyver Season 1 Episode 19 Science Notes: 19 Compass,-,34,0,https://medium.com/swlh/macgyver-season-1-episode-19-science-notes-19-compass-8f661673e3c4?source=collection_archive---------22-----------------------
03/12/2019,'College is a poor way to prepare for the startup life' — Tech Startup Culture Interview #16,-,67,0,https://medium.com/swlh/college-is-a-poor-way-to-prepare-for-the-startup-life-tech-startup-culture-interview-16-55eedc306fd9?source=collection_archive---------23-----------------------
03/12/2019,How To Excel at Email Marketing Lesson #2 — How To Deliver Remarkable Value To Your Subscribers,-,14,0,https://medium.com/swlh/how-to-excel-at-email-marketing-lesson-2-how-to-deliver-remarkable-value-to-your-subscribers-1272ce32d596?source=collection_archive---------24-----------------------
03/12/2019,Crypto regulations in India | Does India need crypto regulations?,Crypto regulations in India. The…,51,0,https://medium.com/swlh/does-india-need-crypto-regulations-13b9b5582803?source=collection_archive---------25-----------------------
03/13/2019,Why finding a hobby you love could save your career,-,8.3K,32,https://medium.com/swlh/why-finding-a-hobby-you-love-could-save-your-career-c12550749a04?source=collection_archive---------0-----------------------
03/13/2019,5 Reasons Your Side Project Never Became a Product,-,1.8K,13,https://medium.com/swlh/5-reasons-your-side-project-never-became-a-product-150216bbab5d?source=collection_archive---------1-----------------------
03/13/2019,Four tips to navigate your first 30 days as a new leader,-,572,1,https://medium.com/swlh/four-tips-to-navigate-your-first-30-days-as-a-new-leader-5710d0304a31?source=collection_archive---------2-----------------------
03/13/2019,How to create and launch your own podcast in 5 easy steps,A simple guide to the ‘how’ of podcasting,783,8,https://medium.com/swlh/how-to-create-and-launch-your-own-podcast-in-5-easy-steps-2847ed049d7f?source=collection_archive---------3-----------------------
03/13/2019,A Nifty Little Management Guide for New Managers,-,431,2,https://medium.com/swlh/a-nifty-management-guide-for-new-managers-d502852d68ac?source=collection_archive---------4-----------------------
03/13/2019,How to Get an Introduction with a VC,-,306,0,https://medium.com/swlh/how-to-get-an-introduction-with-a-vc-c7f8c9aff84e?source=collection_archive---------5-----------------------
03/13/2019,How to PM Your Career,Or anything else for that matter,369,2,https://medium.com/swlh/how-to-pm-your-career-29d02f2b442?source=collection_archive---------6-----------------------
03/13/2019,Should a Startup outsource its software development?,-,599,1,https://medium.com/swlh/should-a-startup-outsource-its-software-development-a125472efd6f?source=collection_archive---------7-----------------------
03/13/2019,"Bullies Are a Thing on LinkedIn, Too",Here’s how to get rid of them.,154,7,https://medium.com/swlh/bullies-are-a-thing-on-linkedin-too-50f81cadfde3?source=collection_archive---------8-----------------------
03/13/2019,You Are Your Own Worst Critic.,-,229,2,https://medium.com/swlh/you-are-your-own-worst-critic-fa984ff86dda?source=collection_archive---------9-----------------------
03/13/2019,Six (mainly) pessimistic tactics for aspiring entrepreneurs,-,114,2,https://medium.com/swlh/six-mainly-pessimistic-tactics-for-aspiring-entrepreneurs-1ef07b270ab6?source=collection_archive---------10-----------------------
03/13/2019,How to be relevant? Chunk your brand’s message,-,141,0,https://medium.com/swlh/how-to-be-relevant-chunk-your-brands-message-c3d75985a1dd?source=collection_archive---------11-----------------------
03/13/2019,10 Tools You Need to Leave Your Job and Run an Online Business,-,128,3,https://medium.com/swlh/10-tools-you-need-to-leave-your-job-and-run-an-online-business-30a2bef20ec5?source=collection_archive---------12-----------------------
03/13/2019,Being Patient in a World of Instant Noodles,-,376,1,https://medium.com/swlh/being-patient-in-a-world-of-instant-noodles-9802c25be7?source=collection_archive---------13-----------------------
03/13/2019,If a Startup Has a Great Product Why Don’t People Buy It?,-,31,0,https://medium.com/swlh/if-the-startup-has-a-great-product-why-dont-people-buy-it-add4808ad771?source=collection_archive---------14-----------------------
03/13/2019,Investing in Startups: The story behind Roger King — Tech Startup Culture Interview #18,-,69,1,https://medium.com/swlh/investing-in-startups-the-story-behind-roger-king-tech-startup-culture-interview-18-f4598798b7eb?source=collection_archive---------15-----------------------
03/13/2019,4 Ways The Chase For Money Makes Us Mediocre,-,28,1,https://medium.com/swlh/4-ways-the-chase-for-money-makes-us-mediocre-1b6941188fd2?source=collection_archive---------16-----------------------
03/13/2019,Why I Get Up One Hour Earlier Than Usual,"Positive small gesture, powerful impact",133,1,https://medium.com/swlh/why-i-get-up-one-hour-earlier-than-usual-93723d84c30d?source=collection_archive---------17-----------------------
03/13/2019,You can now build on top of the data from the biggest banks in Europe: here’s how to start,-,19,1,https://medium.com/swlh/you-can-now-build-on-top-of-the-data-from-the-biggest-banks-in-europe-heres-how-to-start-4f0b2930e491?source=collection_archive---------18-----------------------
03/13/2019,The Universal Appeal of Speech Recognition Technology,A global audience is revealing their true…,0,0,https://medium.com/swlh/the-universal-appeal-of-speech-recognition-technology-8dfa5620866?source=collection_archive---------19-----------------------
03/13/2019,You Can’t Control Everything. Recognize What You can.,"The frustration of a writer, and the solution of…",35,1,https://medium.com/swlh/you-cant-control-everything-recognize-what-you-can-7e9e1a9af2e1?source=collection_archive---------20-----------------------
03/13/2019,Entrepreneurship Isn’t About Being the First,You don’t need to invent the industry to own it,248,1,https://medium.com/swlh/entrepreneurship-isnt-about-being-the-first-5b92421b5c30?source=collection_archive---------21-----------------------
03/13/2019,Gaming Builds The Soft Skills You Don’t Learn In School,“Stop playing and focus on your studies “ —…,152,0,https://medium.com/swlh/gaming-builds-the-soft-skills-you-dont-learn-in-school-678c36ac007e?source=collection_archive---------22-----------------------
03/13/2019,How to Choose a Reliable Tech Partner for Your Startup,-,15,0,https://medium.com/swlh/how-to-choose-a-reliable-tech-partner-for-your-startup-94f80397b81d?source=collection_archive---------23-----------------------
03/13/2019,"Context in Marketing: Decision-Making, Influence and Broken Windows",-,14,0,https://medium.com/swlh/context-in-marketing-decision-making-influence-and-broken-windows-ad3efe4b8f27?source=collection_archive---------24-----------------------
03/13/2019,Managing Remote Teams: A Psychological Perspective,-,5,0,https://medium.com/swlh/managing-remote-teams-a-psychological-perspective-df669be28519?source=collection_archive---------25-----------------------
03/13/2019,What it takes to be successful,I don’t feel like writing right now,65,0,https://medium.com/swlh/what-it-takes-to-be-successful-fb26a6ee1346?source=collection_archive---------26-----------------------
03/14/2019,"Netflix isn’t killing cinemas, Hollywood is…",Cinemas hate Netflix. For years these gate keepers to the…,537,9,https://medium.com/swlh/netflix-isnt-killing-cinemas-hollywood-is-a10b5d6d772a?source=collection_archive---------0-----------------------
03/14/2019,I’m Not Your Therapist,So PLEASE stop dumping all your damn problems in my lap,1.7K,20,https://medium.com/swlh/im-not-your-therapist-ba0f6a63b07a?source=collection_archive---------1-----------------------
03/14/2019,The Coming Cloud Gaming Wars,The Businesses Battling for the Future of Gaming,378,7,https://medium.com/swlh/the-coming-cloud-gaming-wars-c76bb1f0c3bd?source=collection_archive---------2-----------------------
03/14/2019,Must-Have Features Of Messaging App,-,1K,0,https://medium.com/swlh/must-have-features-of-messaging-app-84ffa9e13cc3?source=collection_archive---------3-----------------------
03/14/2019,Why Outsourcing is Important For The Startup Businesses?,-,84,2,https://medium.com/swlh/why-outsourcing-is-important-for-the-startup-businesses-37a6529f0d54?source=collection_archive---------4-----------------------
03/14/2019,The 4 Key Principles for Growing Relationships and Boosting Productivity,Weren’t expecting a piece…,818,0,https://medium.com/swlh/werent-expecting-a-piece-combining-productivity-and-having-that-correlate-with-the-important-of-5d15a70f3bda?source=collection_archive---------5-----------------------
03/14/2019,How to Appear Like Your Career Is In One Piece,Keeping it together when it all goes wrong.,892,3,https://medium.com/swlh/how-to-appear-like-your-career-is-in-one-piece-e91057f0c447?source=collection_archive---------6-----------------------
03/14/2019,Most Popular Asian Cities for Starting Tech-Startups,-,26,0,https://medium.com/swlh/most-popular-asian-cities-for-starting-tech-startups-3cd5799e643c?source=collection_archive---------7-----------------------
03/14/2019,Storytelling with Data — Part 2,Cognitive Load and Charts Best Practices,49,0,https://medium.com/swlh/storytelling-with-data-part-2-6f4ec8a13585?source=collection_archive---------8-----------------------
03/14/2019,What Happens After You Get Famous On Medium?,-,1.1K,8,https://medium.com/swlh/what-happens-after-you-get-famous-on-medium-7a5593be5d00?source=collection_archive---------9-----------------------
03/14/2019,"How to Lead from the Heart, Not Your Ego",Who’s Leading? Why? And Where Are They Taking You?,70,0,https://medium.com/swlh/how-to-lead-from-the-heart-not-your-ego-c19f1c41f523?source=collection_archive---------10-----------------------
03/14/2019,LinkedIn Users’ Behavior Survey Report 2019,-,77,0,https://medium.com/swlh/linkedin-users-behavior-survey-report-2019-206fff168536?source=collection_archive---------11-----------------------
03/14/2019,Agile approach to Custom Software Development,It’s been said that project-management standards are…,62,4,https://medium.com/swlh/agile-approach-to-custom-software-development-76669392b0f8?source=collection_archive---------12-----------------------
03/14/2019,A-to-Z tools to use & to keep an eye on,"As a kid, while learning the alphabet, I always had a word…",505,4,https://medium.com/swlh/a-to-z-tools-to-use-to-keep-an-eye-on-895a04471362?source=collection_archive---------13-----------------------
03/14/2019,How to deal with difficult people,The keys to breakthrough with challenging personalities.,213,2,https://medium.com/swlh/how-to-deal-with-difficult-people-907f2f90c422?source=collection_archive---------14-----------------------
03/14/2019,Do you have a Variety of Creative Interests?,-,934,12,https://medium.com/swlh/do-you-have-a-variety-of-creative-interests-77a41967109f?source=collection_archive---------15-----------------------
03/14/2019,Stop Managing Your Time Right Now. Question Your Priorities Instead.,-,98,0,https://medium.com/swlh/stop-managing-your-time-right-now-question-your-priorities-instead-e52c08f9b557?source=collection_archive---------16-----------------------
03/14/2019,Management Fads: Buyer Beware,-,101,1,https://medium.com/swlh/management-fads-buyer-beware-7db2d82964bf?source=collection_archive---------17-----------------------
03/14/2019,4 Ideas for Creating a Smashing Game Website,-,70,0,https://medium.com/swlh/4-ideas-for-creating-a-smashing-game-website-f899d43abfa2?source=collection_archive---------18-----------------------
03/14/2019,Is Maslow’s Hierarchy of Needs Relevant for Your Life?,-,45,1,https://medium.com/swlh/is-maslows-hierarchy-of-needs-relevant-for-your-life-8380df87b9be?source=collection_archive---------19-----------------------
03/14/2019,The Way to Save Yourself From Your Shaky Customer Platform,-,50,0,https://medium.com/swlh/the-way-to-save-yourself-from-your-shaky-customer-platform-7f4574212193?source=collection_archive---------20-----------------------
03/15/2019,How context scheduling (aka block scheduling) can boost your productivity,-,2.6K,16,https://medium.com/swlh/how-context-scheduling-aka-block-scheduling-can-boost-your-productivity-b0cf1eeabb6d?source=collection_archive---------0-----------------------
03/15/2019,Why You Should Learn to Lose,"I’m a nasty loser. For a while, I even told myself that I wasn’t a loser…",505,0,https://medium.com/swlh/why-you-should-learn-to-lose-36a36d5ba2b7?source=collection_archive---------1-----------------------
03/15/2019,Building a multi-million dollar internet food brand,Story from a designer’s perspective,325,2,https://medium.com/swlh/building-a-multi-million-dollar-internet-food-brand-d6669db33d76?source=collection_archive---------2-----------------------
03/15/2019,How Data Driven Marketers Should Think About B2B Buying Cycle In 2019,-,671,1,https://medium.com/swlh/how-data-driven-marketers-should-think-about-b2b-buying-cycle-in-2019-a25d514d6495?source=collection_archive---------3-----------------------
03/15/2019,How ‘Couch In a Box’ Company Burrow Leveraged Big and Small Investors for a $4.3 Million Seed Round,-,13,0,https://medium.com/swlh/how-couch-in-a-box-company-burrow-leveraged-big-and-small-investors-for-a-4-3-million-seed-round-f3f06f968e9f?source=collection_archive---------4-----------------------
03/15/2019,"Conspiracy Theories, Drugs, or How I’m Trying to Find a Job In a Startup",-,975,6,https://medium.com/swlh/conspiracy-theories-drugs-or-how-im-trying-to-find-a-job-in-a-startup-1301578bd4aa?source=collection_archive---------5-----------------------
03/15/2019,Facebook Was M.I.A. Yesterday,"Great — now turn off your damn phone, too",759,9,https://medium.com/swlh/facebook-was-m-i-a-yesterday-7b282a42b04d?source=collection_archive---------6-----------------------
03/15/2019,How To Not Fail At Failing,The danger of unclear hypotheses and the step-by-step approach to reaching…,150,0,https://medium.com/swlh/how-to-not-fail-at-failing-f49afc56739d?source=collection_archive---------7-----------------------
03/15/2019,Why your pitch is boring investors to tears and how to fix it,-,185,3,https://medium.com/swlh/why-your-pitch-is-boring-investors-to-tears-and-how-to-fix-it-97ca0e0cc480?source=collection_archive---------8-----------------------
03/15/2019,Everyone should read support emails.,-,301,2,https://medium.com/swlh/everyone-should-read-support-emails-d873008288b7?source=collection_archive---------9-----------------------
03/15/2019,I Want to Succeed With My Writing on Medium!,To be seen or not seen — that’s the question!,455,2,https://medium.com/swlh/i-want-to-succeed-with-my-writing-on-medium-7dd1edb2d740?source=collection_archive---------10-----------------------
03/15/2019,Using data to create safer places: The story of FalconDHQ,Since receiving investment from Pi Labs…,221,1,https://medium.com/swlh/using-data-to-create-safer-places-the-story-of-falcondhq-21305567c659?source=collection_archive---------11-----------------------
03/15/2019,What Are You Waiting For?,How analysis paralysis and fear of failure limit our ability to succeed.,185,2,https://medium.com/swlh/what-are-you-waiting-for-75d27ce7e3b9?source=collection_archive---------12-----------------------
03/15/2019,Surprising traits that get you more clients as a small business owner,…and I’m not talking about…,83,2,https://medium.com/swlh/surprising-traits-that-get-you-more-clients-as-a-small-business-owner-792a78b523d0?source=collection_archive---------13-----------------------
03/15/2019,Navigate the deepest parts of JavaScript- Closures [3/10],-,307,0,https://medium.com/swlh/navigate-the-deepest-parts-of-javascript-closures-3-10-bf1974dbfaa9?source=collection_archive---------14-----------------------
03/15/2019,Minimize The Amount Of Wasteful Work Using Lean Methodologies,-,110,2,https://medium.com/swlh/minimize-the-amount-of-wasteful-work-using-lean-methodologies-8882d5dc7beb?source=collection_archive---------15-----------------------
03/16/2019,9 Ways To Manage Your Time More Efficiently,With tons of productivity advice available it is often…,448,1,https://medium.com/swlh/9-ways-to-manage-your-time-more-efficiently-82ac0af93b?source=collection_archive---------0-----------------------
03/16/2019,Why Startup CEOs Have a Problem With Mission and Values — and How To Solve It,-,824,5,https://medium.com/swlh/why-startup-ceos-have-a-problem-with-mission-and-values-and-how-to-solve-it-54f5d752211?source=collection_archive---------1-----------------------
03/16/2019,Productivity Experts Are Wrong About Your Morning Routine,Why waking up before the sunrise won’t…,1.8K,12,https://medium.com/swlh/productivity-experts-are-wrong-about-your-morning-routine-383545074c06?source=collection_archive---------2-----------------------
03/16/2019,Superpower: The Power of Vulnerability in Personal Branding,-,635,4,https://medium.com/swlh/superpower-the-power-of-vulnerability-in-personal-branding-cf78d0e750bf?source=collection_archive---------3-----------------------
03/16/2019,I Can Only Please One Person Today,And it ain’t you,1.2K,10,https://medium.com/swlh/i-can-only-please-one-person-today-abe5b8e09624?source=collection_archive---------4-----------------------
03/16/2019,The Self Care Bliss List,-,513,4,https://medium.com/swlh/the-self-care-bliss-list-10fe91e2c401?source=collection_archive---------5-----------------------
03/16/2019,CTO #TechMind: There Is No Such Thing As ‘Unhackable’,-,519,2,https://medium.com/swlh/cto-techmind-there-is-no-such-thing-as-unhackable-b3c18ee4d8be?source=collection_archive---------6-----------------------
03/16/2019,Don’t Follow Your Dreams,And what should you do instead,61,1,https://medium.com/swlh/dont-follow-your-dreams-3f8a821fafd5?source=collection_archive---------7-----------------------
03/16/2019,'Awkward people in Silicon Valley evolve our society' — Tech Startup People interview #17,-,153,1,https://medium.com/swlh/awkward-people-in-silicon-valley-evolve-our-society-tech-startup-people-interview-17-f99be3469acf?source=collection_archive---------8-----------------------
03/16/2019,I’m Angry As F*ck At MPP,How to deal with and not obsess about earning expectations.,2.9K,17,https://medium.com/swlh/im-angry-as-f-ck-at-mpp-b5a511657e1?source=collection_archive---------9-----------------------
03/16/2019,The Most Underappreciated Key to Success,-,349,2,https://medium.com/swlh/the-most-underappreciated-key-to-success-61621ec90503?source=collection_archive---------10-----------------------
03/16/2019,Why to spend more on marketing and get less results,-,239,1,https://medium.com/swlh/why-to-spend-more-on-marketing-and-get-less-results-923b3e165e71?source=collection_archive---------11-----------------------
03/16/2019,Are You Guilty Of Bad Branding For Your Startup?,Don’t Fall Into A Trap,9,0,https://medium.com/swlh/are-you-guilty-of-bad-branding-for-your-startup-b7980586bf9b?source=collection_archive---------12-----------------------
03/16/2019,The Healthcare Artificial Intelligence Rush Is For Real,-,71,1,https://medium.com/swlh/the-healthcare-artificial-intelligence-rush-is-for-real-9185543eaf09?source=collection_archive---------13-----------------------
03/17/2019,"Do Less, Better","It’s hard to accept, but it’s the true key to productivity and our best work. Ditch…",1.3K,7,https://medium.com/swlh/do-less-better-ade1e3815e83?source=collection_archive---------0-----------------------
03/17/2019,How AI will drive profitability in Micro-mobility,-,369,3,https://medium.com/swlh/how-ai-will-drive-profitability-in-micro-mobility-6f8618483ad0?source=collection_archive---------1-----------------------
03/17/2019,Why Mentoring Someone Can Change Your Life,It Could Also Change Someone Else’s Life Too,122,1,https://medium.com/swlh/why-mentoring-someone-can-change-your-life-b7793ad046af?source=collection_archive---------2-----------------------
03/17/2019,How to Hack Your Way into Online Success. (NOT.),"These aren’t hacks or shortcuts, so no one ever talks…",1.8K,4,https://medium.com/swlh/how-to-hack-your-way-into-online-success-not-ea8531700b18?source=collection_archive---------3-----------------------
03/17/2019,“Girls Just Don’t Like Computer Science” Isn’t a Good Enough Excuse,-,102,3,https://medium.com/swlh/girls-just-dont-like-computer-science-isn-t-a-good-enough-excuse-d867d5121a91?source=collection_archive---------4-----------------------
03/17/2019,Your “Data” Might Be Better Off With Tech Giants,"Let’s face it, you only care about the old “toy” now…",321,3,https://medium.com/swlh/your-data-might-be-better-off-with-tech-giants-81ec7362b251?source=collection_archive---------5-----------------------
03/17/2019,Under a Brutal Tuscan Sun,Part 1: The invasion,83,0,https://medium.com/swlh/under-a-brutal-tuscan-sun-4d770c8f9b10?source=collection_archive---------6-----------------------
03/17/2019,The Emotional Revolution,How we are living in a state of being that can’t stop feeling.,52,1,https://medium.com/swlh/the-emotional-revolution-3cae0fca7814?source=collection_archive---------7-----------------------
03/17/2019,How to Create and Accomplish Your Long-term Goals,Stick to daily tasks to reach your dreams,80,0,https://medium.com/swlh/how-to-create-and-accomplish-your-long-term-goals-fb54a0b15d25?source=collection_archive---------8-----------------------
03/17/2019,New Software: When and How to Implement into Your Business,-,75,1,https://medium.com/swlh/new-software-when-and-how-to-implement-into-your-business-49e74025e60c?source=collection_archive---------9-----------------------
03/17/2019,Are You Going After the Right Clients?,Client management can sometimes be tricky when you’re a…,86,0,https://medium.com/swlh/are-you-going-after-the-right-clients-924a539bb4a5?source=collection_archive---------10-----------------------
03/18/2019,5 Simple Ways to Calculate Customer Lifetime Value,"Want to know how to gain customers, boost profits…",1.3K,9,https://medium.com/swlh/5-simple-ways-to-calculate-customer-lifetime-value-5f49b1a12723?source=collection_archive---------0-----------------------
03/18/2019,I’ll never rent my Tesla Model 3 on Turo again. Here’s Why.,-,276,9,https://medium.com/swlh/ill-never-rent-my-tesla-model-3-on-turo-again-here-s-why-1797207639e5?source=collection_archive---------1-----------------------
03/18/2019,Today I’m Unemployed — The Courage To Stand Up To Your Boss.,"Through courage, you can stand up for…",5.4K,49,https://medium.com/swlh/today-im-unemployed-the-courage-to-stand-up-to-your-boss-a48166103c0c?source=collection_archive---------2-----------------------
03/18/2019,Netflix User Interface Design Analysis,-,231,1,https://medium.com/swlh/netflix-user-interface-design-analysis-a625d20852ca?source=collection_archive---------3-----------------------
03/18/2019,How to hold walking meetings (and why),-,3.9K,21,https://medium.com/swlh/how-to-hold-walking-meetings-and-why-8e91804b36b4?source=collection_archive---------4-----------------------
03/18/2019,Your “smart” TV is a dumb idea,"When you turn on your Smart TV, you aren’t consuming entertainment, you…",148,1,https://medium.com/swlh/your-smart-tv-is-a-dumb-idea-c4123392a3b4?source=collection_archive---------5-----------------------
